strategy_id,lineage_id,game,bet_count,current_status,executable_status,callable_entrypoint,source_paths,implementation_signature_hash,eligibility_status,exclusion_reason,replay_notes
markov_repeat_exception_biglotto,markov_repeat_exception_biglotto__current,BIG_LOTTO,UNKNOWN,UNKNOWN,MISSING_CODE,,docs/replay/p30_reconstructible_candidacy_evaluation_20260521.md;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_lifecycle_backfill_dry_run_manifest_20260510.json;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p6_catalog_apply_plan_v1_20260520.json;outputs/research/p262a_replay_strategy_coverage_audit_20260609.json;rejected/README.md,93e974643cc6679519327967c486817910ae847ef80c8757d43d58360ed1d562,EXCLUDED,MISSING_CODE,Excluded: MISSING_CODE.
markov_single_biglotto,markov_single_biglotto__current,BIG_LOTTO,1,REJECTED,EXECUTABLE,lottery_api.models.p42_wave3_biglotto_adapters.predict_markov_single,analysis/p273a_prize_aware_inferential_validation.py;analysis/p280d_big649_future_only_protocol.py;docs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.md;docs/replay/p113_p112_action_decision_matrix_20260527.md;docs/replay/p114_temporal_stability_audit_20260527.md;docs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.md;docs/replay/p2_prediction_helpfulness_audit_20260526.md;docs/replay/p30_reconstructible_candidacy_evaluation_20260521.md;docs/replay/p35_wave2_candidate_planning_20260523.md;docs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.md;docs/replay/p42_wave3_biglotto_dryrun_rehearsal_20260524.md;docs/replay/p43_wave3_biglotto_production_apply_20260523.md;docs/replay/p44_wave3_biglotto_performance_analysis_20260523.md;docs/replay/p45_roadmap_update_after_p44_20260524.md;docs/replay/p68_all_strategy_executability_inventory_scan_20260526.md;docs/replay/p69_all_strategy_dry_run_batch_plan_20260526.md;docs/replay/p91_all_strategy_replay_expansion_inventory_20260526.md;docs/replay/p94a_biglotto_all_strategy_betcount_benchmark_20260526.md;lottery_api/models/p42_wave3_biglotto_adapters.py;lottery_api/models/replay_strategy_registry.py;outputs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.json;outputs/replay/p113_p112_action_decision_matrix_20260527.json;outputs/replay/p114_temporal_stability_audit_20260527.json;outputs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.json;outputs/replay/p125_adapter_gap_plan_from_p124_20260528.json;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_lifecycle_backfill_dry_run_manifest_20260510.json;outputs/replay/p2_prediction_helpfulness_audit_20260526.json;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p35_wave2_candidate_planning_20260523.json;outputs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.json;outputs/replay/p42_temp_rehearsal_20260524.json;outputs/replay/p42_wave3_biglotto_dryrun_rehearsal_20260524.json;outputs/replay/p43_wave3_biglotto_production_apply_20260523.json;outputs/replay/p44_wave3_biglotto_performance_analysis_20260523.json;tools/big649_no_db_strategy_output_adapter.py,3a8c4d8027bb8d9fa251f9044103d7263d27888448067b28e4c44a600743bcb5,ELIGIBLE,,Eligible for P356B in-memory replay.
multiwindow_fourier_biglotto,multiwindow_fourier_biglotto__current,BIG_LOTTO,UNKNOWN,UNKNOWN,MISSING_CODE,,docs/replay/p30_reconstructible_candidacy_evaluation_20260521.md;docs/replay/p35_wave2_candidate_planning_20260523.md;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_lifecycle_backfill_dry_run_manifest_20260510.json;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p35_wave2_candidate_planning_20260523.json;outputs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.json;outputs/replay/p6_catalog_apply_plan_v1_20260520.json;outputs/research/p262a_replay_strategy_coverage_audit_20260609.json;rejected/README.md,6eae55dabf0ad53b3ea13d912d3eaf043a494a8af13bb04504931ccbc12ba4df,EXCLUDED,MISSING_CODE,Excluded: MISSING_CODE.
p280x-big649-one-shot-publication-runner-dry-run,p280x-big649-one-shot-publication-runner-dry-run__current,BIG_LOTTO,UNKNOWN,UNKNOWN,DOC_ONLY,,outputs/research/p280x_big649_one_shot_publication_runner_design_20260619.json;outputs/research/p280x_big649_one_shot_publication_runner_design_20260619.md,b1aaec87b93a3bc9af51fa4029182e93d7415654553b1512dc7f98cbbd6d7a24,EXCLUDED,DOC_ONLY,Excluded: DOC_ONLY.
predict_biglotto_deviation_2bet,predict_biglotto_deviation_2bet__current,BIG_LOTTO,2,UNKNOWN,UNKNOWN,,docs/replay/p68_all_strategy_executability_inventory_scan_20260526.md;lottery_api/CLAUDE.md;lottery_api/engine/rolling_strategy_monitor.py;lottery_api/models/replay_strategy_registry.py;outputs/replay/p1_executable_inventory_20260513.json;outputs/replay/p56_all_lifecycle_replay_coverage_manifest_20260512.json;outputs/replay/p78_configurable_api_base_report_20260513.md;outputs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.json;outputs/research/p280ag_big649_no_db_strategy_output_adapter_20260619.json;outputs/research/p280ag_big649_no_db_strategy_output_adapter_20260619.md;outputs/research/p280aq_big649_private_strategy_pack_duplicate_remediation_20260619.json;outputs/research/p280d_big649_future_only_freeze_protocol_20260618.json;scripts/p1_replay_truth_executable_inventory.py;scripts/p94a_biglotto_all_strategy_betcount_benchmark.py;tools/backtest_biglotto_comprehensive.py;tools/backtest_echo_aware.py;tools/big649_no_db_strategy_output_adapter.py;tools/predict_biglotto_deviation_2bet.py;tools/rsm_bootstrap.py,44c145f1ac8e78a8420ad6cf0e4a5563bd2a16ba0b823a13bc5921121e120eeb,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
predict_biglotto_echo_2bet,predict_biglotto_echo_2bet__current,BIG_LOTTO,2,UNKNOWN,UNKNOWN,,tools/predict_biglotto_echo_2bet.py;tools/predict_biglotto_echo_3bet.py;tools/predict_biglotto_echo_phase2.py,f624190c3095a94d47a385038f856c16b327a1524ae85e71fd05b6798b7c20d1,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
predict_biglotto_echo_3bet,predict_biglotto_echo_3bet__current,BIG_LOTTO,3,UNKNOWN,UNKNOWN,,docs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.md;docs/replay/p93_tier_b_replay_adapter_bootstrap_dryrun_20260526.md;lottery_api/engine/rolling_strategy_monitor.py;lottery_api/models/p93_tierb_replay_adapters.py;outputs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.json;outputs/research/p280ag_big649_no_db_strategy_output_adapter_20260619.json;outputs/research/p280ag_big649_no_db_strategy_output_adapter_20260619.md;outputs/research/p280aq_big649_private_strategy_pack_duplicate_remediation_20260619.json;outputs/research/p280d_big649_future_only_freeze_protocol_20260618.json;scripts/p94a_biglotto_all_strategy_betcount_benchmark.py;tests/test_p92_tier_b_adapter_audit_dry_run_plan.py;tools/backtest_biglotto_comprehensive.py;tools/big649_no_db_strategy_output_adapter.py;tools/predict_biglotto_echo_3bet.py;tools/predict_biglotto_echo_phase2.py;tools/rsm_bootstrap.py,4623976d21a20f570e7050f172e8d2d2141039f761d50975163b95eb821c0968,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
predict_biglotto_echo_phase2,predict_biglotto_echo_phase2__current,BIG_LOTTO,UNKNOWN,UNKNOWN,UNKNOWN,,tools/predict_biglotto_echo_phase2.py,402ef2c4fd9c91c68935b9c8d805d9cb3c179fe6b24d4c3b9dcae5125faf9a9e,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
predict_biglotto_mixed_3bet,predict_biglotto_mixed_3bet__current,BIG_LOTTO,3,UNKNOWN,UNKNOWN,,lottery_api/CLAUDE.md;tools/backtest_echo_aware.py;tools/predict_biglotto_mixed_3bet.py,22bced15fac3cc01cdf3eb57187fc929ffddac1f3e5b7559790dbb5489b84475,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
predict_biglotto_triple_strike,predict_biglotto_triple_strike__current,BIG_LOTTO,UNKNOWN,UNKNOWN,UNKNOWN,,docs/replay/p68_all_strategy_executability_inventory_scan_20260526.md;docs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.md;lottery_api/CLAUDE.md;lottery_api/engine/rolling_strategy_monitor.py;lottery_api/models/replay_strategy_registry.py;outputs/replay/p1_executable_inventory_20260513.json;outputs/replay/p56_all_lifecycle_replay_coverage_manifest_20260512.json;outputs/replay/p78_configurable_api_base_report_20260513.md;outputs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.json;outputs/research/p280ag_big649_no_db_strategy_output_adapter_20260619.json;outputs/research/p280ag_big649_no_db_strategy_output_adapter_20260619.md;outputs/research/p280aq_big649_private_strategy_pack_duplicate_remediation_20260619.json;outputs/research/p280d_big649_future_only_freeze_protocol_20260618.json;scripts/p1_replay_truth_executable_inventory.py;scripts/p94a_biglotto_all_strategy_betcount_benchmark.py;tests/test_p280d_big649_future_only_protocol.py;tests/test_p92_tier_b_adapter_audit_dry_run_plan.py;tools/backtest_biglotto_5bet_ts3markov.py;tools/backtest_biglotto_comprehensive.py;tools/backtest_biglotto_markov_4bet.py;tools/backtest_biglotto_triple_strike.py;tools/backtest_sum_constraint.py;tools/big649_no_db_strategy_output_adapter.py;tools/explore_1_markov_window.py;tools/predict_biglotto_triple_strike.py;tools/quick_backtest.py;tools/quick_predict.py;tools/rsm_bootstrap.py,bbd4f3593643d91f026505e3650aa12afd8c5208cdd2aaff7c8e5c7ea4bb1df1,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
tbiglotto_triple_strike,tbiglotto_triple_strike__current,BIG_LOTTO,UNKNOWN,UNKNOWN,DOC_ONLY,,outputs/replay/screenshots/p35/capture_summary.json,49d2dada648c6e05d320cedc2efcfd4b80a09936cd7b77e6af863570e3d86a72,EXCLUDED,DOC_ONLY,Excluded: DOC_ONLY.
triple_strike_biglotto,triple_strike_biglotto__current,BIG_LOTTO,UNKNOWN,UNKNOWN,UNKNOWN,,tools/verify_biglotto_3bet_comparison.py,1f3181f38daced166611a6cd7e0749bcc3130a8095a2e946c354cb0f3712c79c,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
ts3_acb_4bet_biglotto,ts3_acb_4bet_biglotto__current,BIG_LOTTO,4,UNKNOWN,MISSING_CODE,,docs/replay/p30_reconstructible_candidacy_evaluation_20260521.md;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_executable_inventory_20260513.json;outputs/replay/p1_replay_truth_executable_evidence_report_20260513.md;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_non_online_lifecycle_classification_20260511.md;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p3_retrospective_candidate_summary_20260513.json;outputs/replay/p3_retrospective_regeneration_dryrun_report_20260513.md;outputs/replay/p56_all_lifecycle_replay_coverage_manifest_20260512.json;outputs/replay/p56_all_lifecycle_replay_coverage_report_20260512.md;outputs/replay/p57_truth_taxonomy_decision_memo_draft_20260513.md;outputs/replay/p6_catalog_apply_plan_v1_20260520.json;outputs/replay/p78_configurable_api_base_report_20260513.md;outputs/replay/v2_artifact_only_candidate_summary_20260514.json;outputs/replay/v2_artifact_only_controlled_apply_report_20260514.md;outputs/replay/v2_artifact_only_dryrun_validation_report_20260514.md;outputs/replay/v2_artifact_only_parser_contract_20260514.md;outputs/replay/v2_artifact_only_parser_initialization_report_20260514.md;outputs/research/p262a_replay_strategy_coverage_audit_20260609.json;rejected/README.md;scripts/p1_replay_truth_executable_inventory.py;scripts/p356a_all_strategy_inventory.py;scripts/p3_retrospective_regeneration_dryrun.py;scripts/v2_artifact_only_parser_dryrun.py;tests/test_p262a_replay_strategy_coverage_audit.py;tools/audit_p262a_replay_strategy_coverage.py,85fecd868f47807a272cb6ba2cf600ce7cdc24af580af81c9acdf43b0384338f,EXCLUDED,MISSING_CODE,Excluded: MISSING_CODE.
ts3_markov_freq_5bet_biglotto,ts3_markov_freq_5bet_biglotto__current,BIG_LOTTO,5,UNKNOWN,MISSING_CODE,,docs/replay/p35_wave2_candidate_planning_20260523.md;docs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.md;lottery_api/CLAUDE.md;outputs/replay/p1_catalog_visibility_plan_20260519.json;outputs/replay/p1_executable_inventory_20260513.json;outputs/replay/p1_replay_truth_executable_evidence_report_20260513.md;outputs/replay/p1_strategy_lifecycle_inventory_20260511.json;outputs/replay/p1_strategy_lifecycle_inventory_20260511.md;outputs/replay/p24_full_strategy_universe_inventory_20260521.json;outputs/replay/p26_non_online_strategy_state_labels_20260521.json;outputs/replay/p2_full_catalog_visibility_plan_20260520.json;outputs/replay/p2_non_online_lifecycle_classification_20260511.md;outputs/replay/p30_reconstructible_candidacy_evaluation_20260521.json;outputs/replay/p35_wave2_candidate_planning_20260523.json;outputs/replay/p3_retrospective_candidate_summary_20260513.json;outputs/replay/p3_retrospective_regeneration_dryrun_report_20260513.md;outputs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.json;outputs/replay/p56_all_lifecycle_replay_coverage_manifest_20260512.json;outputs/replay/p56_all_lifecycle_replay_coverage_report_20260512.md;outputs/replay/p57_truth_taxonomy_decision_memo_draft_20260513.md;outputs/replay/p6_catalog_apply_plan_v1_20260520.json;outputs/replay/p78_configurable_api_base_report_20260513.md;outputs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.json;outputs/replay/v2_artifact_only_candidate_summary_20260514.json;outputs/replay/v2_artifact_only_dryrun_validation_report_20260514.md;outputs/replay/v2_artifact_only_parser_contract_20260514.md;outputs/replay/v2_artifact_only_parser_initialization_report_20260514.md;outputs/research/p262a_replay_strategy_coverage_audit_20260609.json;rejected/README.md;scripts/p1_replay_truth_executable_inventory.py;scripts/p3_retrospective_regeneration_dryrun.py;scripts/v2_artifact_only_parser_dryrun.py;tests/test_p35_wave2_candidate_planning.py;tests/test_p41_wave3_biglotto_adapter_bootstrap_planning.py;tests/test_p92_tier_b_adapter_audit_dry_run_plan.py,887f8d4cd84729f5a8c3289c8bdd13ff6ead2b00f1c04ad59b23d2886637346e,EXCLUDED,MISSING_CODE,Excluded: MISSING_CODE.
ts3_regime_3bet,ts3_regime_3bet__current,BIG_LOTTO,3,ONLINE,EXECUTABLE,tools.backtest_biglotto_enhancements.ts3_regime_candidates,00-Plan/roadmap/active_task.md;analysis/p246c_big_lotto_addon_impact_audit.py;analysis/p273a_prize_aware_inferential_validation.py;analysis/p280d_big649_future_only_protocol.py;docs/replay/p0_registry_reconciliation_20260519.md;docs/replay/p10_replay_operations_runbook_20260520.md;docs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.md;docs/replay/p113_p112_action_decision_matrix_20260527.md;docs/replay/p114_temporal_stability_audit_20260527.md;docs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.md;docs/replay/p12_1500_draw_backfill_architecture_20260520.md;docs/replay/p12_1500_draw_product_realignment_20260520.md;docs/replay/p12_backfill_phase_plan_20260520.md;docs/replay/p13_registry_online_proposal_report_20260515.md;docs/replay/p14_ts3_regime_adapter_binding_report_20260515.md;docs/replay/p14b_biglotto_single_strategy_replay_dry_run_20260520.md;docs/replay/p14c_biglotto_single_strategy_tempdb_rehearsal_20260520.md;docs/replay/p14d_biglotto_production_apply_readiness_20260520.md;docs/replay/p14d_biglotto_production_apply_result_20260520.md;docs/replay/p15_biglotto_replay_api_integration_20260520.md;docs/replay/p16_biglotto_remaining_strategies_backfill_20260520.md;docs/replay/p17_biglotto_replay_timestamp_api_20260520.md;lottery_api/models/replay_strategy_registry.py;tools/backtest_biglotto_enhancements.py;tools/big649_no_db_strategy_output_adapter.py,de1999bf094f927b130560ee2a59759d97810b0ba3af99436f40155db3249c0b,ELIGIBLE,,Eligible for P356B in-memory replay.
"ts3_regime_3bet,biglotto_triple_strike,biglotto_deviation_2bet","ts3_regime_3bet,biglotto_triple_strike,biglotto_deviation_2bet__current",BIG_LOTTO,3,UNKNOWN,DB_ONLY,,,30d8f821e7c8f918f0dbf60a76d8890c674d9ba370189cf9ddff3fe6ada6a93a,EXCLUDED,DB_ONLY,Excluded: DB_ONLY.
zone_segmented_biglotto_3bet,zone_segmented_biglotto_3bet__current,BIG_LOTTO,3,UNKNOWN,UNKNOWN,,outputs/replay/p48_powerlotto_wave4_production_apply_20260524.json;scripts/p48_powerlotto_wave4_production_apply.py,a2c75bd3c2809ec50cdc55abfe323c0dad65dce4b3e771bcfebbdfdf3138ef1e,EXCLUDED,UNKNOWN,Excluded: UNKNOWN.
